Title,synopsis,coverImg,yearPublished,infoLink,avgRating,authorId,publisherId,genreId
"Beeperless remote: A guy, some girls and his answering machine","An underground bestseller when it was first published in 1996, Van Whitfield's lively romantic comedy takes a revealing and altogether delightful look at dating in the '90s. Copyright © Libri GmbH. All rights reserved.",http://books.google.com/books/content?id=Wu5nEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999,"http://books.google.com/books?id=Wu5nEAAAQBAJ&dq=Beeperless+remote:+A+guy,+some+girls+and+his+answering+machine&hl=&source=gbs_api",0,427,8,1
"I, Roger Williams","The story of approaching civil war in England is told through the eyes of Roger Williams, who was taken from obscurity to clerk for the celebrated English jurist Sir Edward Coke, where he witnessed firsthand the brutal politics of Jacobean London. By the author of Blood Tie. Reprint. 10,000 first printing.",http://books.google.com/books/content?id=_QRbRi4H2P0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,"http://books.google.com/books?id=_QRbRi4H2P0C&dq=I,+Roger+Williams&hl=&source=gbs_api",0,284,193,4
If This World Were Mine,"Four friends, all graduates of Hampton Institute, keep a collective journal they call ""If This World Were Mine,"" and share their personal diaries each month at a gathering filled with humor, gossip, and affirmation. The four group members are as different as the seasons, yet they all share a love of one another. Yolanda, a media consultant, keeps it going on with a no-nonsense attitude and independence that are balanced by the theatrics of Riley, a former marketing executive whose marriage has reduced her to a ""kept woman with kids."" Computer engineer Dwight's anger at the world is offset by the compassion of Leland, a gay psychiatrist whose clients make him question why God ever invented sex. But after five years, the once-strong bonds of friendship are weakening, and the group must handle challenges of work, lost love, and a stranger in their midst. As the group members confront their true feelings toward each other, resentments and long-held secrets surface, and the stability of the group begins to disintegrate. Is their past friendship strong enough to survive the future?",http://books.google.com/books/content?id=YCodUd3e9ngC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2012,https://play.google.com/store/books/details?id=YCodUd3e9ngC&source=gbs_api,0,115,7,1
Drown,"Originally published in 1997, Drown instantly garnered terrific acclaim. Moving from the barrios of the Dominican Republic to the struggling urban communities of New Jersey, these heartbreaking, completely original stories established Díaz as one of contemporary fiction's most exhilarating new voices. 'There's a new excitement in Drown, the fierce, sharp-edged, painful stories of a young Dominican-American writer, Junot Díaz: a dazzling talented first book'. Hermione Lee, Independent on Sunday, Books of the Year 'A voice so original and compelling as to reach far beyond his immediate environment. It has put Díaz at the forefront of American writing'. GQ 'He has that rare gift of delineating a recognizable trademark world of his own with just a few deft strokes'. Guardian 'Wrings the heart with finely calibrated restraint'. New York Times",http://books.google.com/books/content?id=eTUuGtoE-noC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009,https://play.google.com/store/books/details?id=eTUuGtoE-noC&source=gbs_api,0,231,65,6
Uncle Tom's Children,"""A formidable and lasting contribution to American literature."" —Chicago Tribune Originally published in 1938, Uncle Tom's Children, a collection of novellas, was the first book from Richard Wright, who would go on to win international renown for his powerful and visceral depiction of the Black experience. The author of numerous works of fiction and nonfiction, most notably the acclaimed novel Native Son and his stunning autobiography, Black Boy, Wright stands today as one of the greatest American writers of the twentieth century. Set in the American Deep South, each of the powerful and devastating stories in Uncle Tom's Children concerns an aspect of the lives of Black people in the post-slavery era, exploring their resistance to white racism and oppression. The collection also includes a personal essay by Wright titled ""The Ethics of Living Jim Crow.""",http://books.google.com/books/content?id=eV72ACzMMZ4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009,https://play.google.com/store/books/details?id=eV72ACzMMZ4C&source=gbs_api,0,357,88,6
Prodigal Son : Family Business (Silhouette Special Edition No. 1729),"Mr. December: Duncan Patrick, CEO Scrooge His Objective: Lose the ""bah humbug"" attitude His Plan: Find the right (temporary) mistress A powerful businessman, Duncan didn't like ultimatums, unless he was making them. But the board demanded his public image change. When he encountered sweet kindergarten teacher Annie McCoy, he knew she'd make him look like a perfect angel, though it would take some devilish manipulation. Once he had Annie playing his pretend mistress, Duncan needed to make her his real-life lover. Could a grouchy CEO cultivate the charm necessary to win the woman he'd almost destroyed?",http://books.google.com/books/content?id=elV20ITKfrsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009,https://play.google.com/store/books/details?id=elV20ITKfrsC&source=gbs_api,0,398,169,10
The Mansion,"""The Mansion"" by Henry Van Dyke. Published by Good Press. Good Press publishes a wide range of titles that encompasses every genre. From well-known classics & literary fiction and non-fiction to forgotten−or yet undiscovered gems−of world literature, we issue the books that need to be read. Each Good Press edition has been meticulously edited and formatted to boost readability for all e-readers and devices. Our goal is to produce eBooks that are user-friendly and accessible to everyone in a high-quality digital format.",http://books.google.com/books/content?id=ryHEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2021,https://play.google.com/store/books/details?id=ryHEDwAAQBAJ&source=gbs_api,0,164,75,6
Baltic Mission,"In the seventh tale of the highly acclaimed Drinkwater series, Captain Drinkwater's frigate, HMS Antigone, is ordered to the Baltic Sea in the spring of 1807 as Napoleon's grip has begun to reach across Europe to the borders of Holy Russia. As country after country falls under the weight of French domination, Captain Nathaniel Drinkwater is faced with the challenges brought about by military disaster and diplomatic intrigue. On board the Antigone, Drinkwater is threatened by the seething discontent of his crew and the instability of his drunken first lieutenant. Drinkwater's task is to cooperate with his country's allies and intelligence agents. When a coded message is intercepted, his mission suddenly becomes one of extreme personal danger. As the fate of Europe is being decided, Drinkwater must carry out his mission in the face of his old enemy. This final confrontation brings him to the brink of death.",http://books.google.com/books/content?id=UoVnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2022,https://play.google.com/store/books/details?id=UoVnEAAAQBAJ&source=gbs_api,0,356,165,4
A Stolen Tongue,"“Part rollicking historical potboiler, part theological mystery” from the acclaimed author of The Dress Lodger and The Mammoth Cheese (Entertainment Weekly). A riveting mystery that recalls the work of Umberto Eco and Barry Unsworth, A Stolen Tongue is the captivating debut novel that launched critically acclaimed author Sheri Holman’s literary career. In 1483, Father Felix Fabri sails from Germany to Mount Sinai on a pilgrimage to venerate the relics of Saint Katherine of Alexandria. But at each of the shrines he visits throughout Greece and Palestine, he finds that the remains of Katherine’s body are being stolen piece by piece: her hand, her ear, and then her tongue vanish from their holy resting places. Desperate to discover the thief and save his saint from such appalling desecration, Felix is thrust into a strange mystery that takes him across the desert and plumbs the depths of his soul. “Holman seduces you into a world of priests, rogues, saints, a world bright with horizon, wonder, piety. Her prose, tart, racy, and somber, will sing in your soul a long while.”—Frank McCourt, Pulitzer Prize-winning, #1 New York Times-bestselling author of Angela’s Ashes “Holman tells a fascinating story. From the opening scene in Crete to the harrowing finale in the Sinai desert, she knows how to create suspense.”—The Washington Post Book World “Sheri Holman writes with extraordinary assurance and style.”—Miranda Seymour, author of Bugatti Queen “The best historical thriller I have read since Umberto Eco’s The Name of the Rose.”—Alain de Botton, author of The Course of Love",http://books.google.com/books/content?id=zK7SDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2008,https://play.google.com/store/books/details?id=zK7SDwAAQBAJ&source=gbs_api,0,384,79,4
Gully Town: A Novel of Kansas City,"In settings ranging from Kansas City's West Bottoms to Quality Hill, you'll follow the lives and fortunes of five very different men, the women they love, and the families they create, in G.P. Schultz's historic saga about the settlement and growth of one of America's great cities. You'll follow the adventures of Jack and Kevin, two spunky Irish orphans just off the boat and determined to make their fortunes in America. They arrive in Kansas City when it is a rugged town built along mountainous gullies carved in the mud along the Missouri River--thus earning it the name ""Gully Town."" For Kevin, early Kansas City affords the opportunity to fulfill his ambitions to be a newspaper reporter and to pursue his avid interest in women--until the captivating Mary, herself and Irish immigrant, steals his heart. Jack settles into the business community and his life takes a completely different turn as he helps create the Boss System of politics that continues to dominate the city for half a century. Red is a young man who witnesses the horror of Quantrill's famous raid on Lawrence, Kansas, in the early days of the Civil War and later participates in the Battle of Westport. Red finds the woman of his dreams in the beautiful Melissa--only to lose her when she learns of his past and flees, taking with her the secret that could save Red from a life of crime. Adam, schoolteacher, historian, state senator and newspaper columnist, chronicles the lives of his friends and the growth of Kansas City in the journal he faithfully keeps through the years. Through him, we learn about the turbulent political system that puts Jack on top--and frequently threatens his life. We experience such history making events as the great Centennial celebration in 1900, and the St. Louis World's Fair in 1904. As the next generation comes of age in a more civilized Kansas City it faces its own challenges. Michael, a product of Gully town's Little Italy, grows up in violence and becomes chief of the Kansas City underworld. Michael falls in love with the beautiful Beth, and must face the inevitability of his career in organized crime destroying the life they have built together.",http://books.google.com/books/content?id=9-j_Sw72bekC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1990,https://play.google.com/store/books/details?id=9-j_Sw72bekC&source=gbs_api,0,145,205,4
THE PILGRIM'S PROGRESS,"One of the most powerful dramas of Christian faith ever written, this captivating allegory of man's religious journey in search of salvation follows the pilgrim as he travels an obstacle-filled road to the Celestial City. Along the way, he is confronted by monsters and spiritual terrors, among them Worldly Wiseman, Giant Despair, and the demons of the Valley of the Shadow of Death. An enormously influential 17th-century classic, universally known for its simplicity, vigor, and beauty of language.",http://books.google.com/books/content?id=hPomDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,http://books.google.nl/books?id=hPomDwAAQBAJ&dq=THE+PILGRIM%27S+PROGRESS&hl=&source=gbs_api,0,206,44,8
Fields of Glory,"Winner of the Prix Goncourt A New York Times Notable Book of the Year The setting may be the rainy lower Loire Valley of the 1950s, but it is the WW I battlefields of Artois, Meuse, Lorraine, and Yser that form the emotional backdrop to this poignant testament to the vitality of life that death cannot dim. Fields of Glory begins as a collection of utterly charming reminiscences of the eccentricities of family elders told by an unnamed and indeterminately aged narrator. In pure and graceful prose, Rouaud describes crotchety grandfather Burgaud with his equally difficult car, a cramped and leaky CV2, and maiden great-aunt Marie with her card file of saints—""A prefatory catalogue of terrifying symptoms refers the reader to the saint specializing in the corresponding disorder. The work of a lifetime."" It is in the midst of this comedy of daily life that the melancholy subtext of three generations slowly emerges: the stories of the two young men who were casualties of the Fields of Glory and the family that remains to remember them.",http://books.google.com/books/content?id=V4b_DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2012,http://books.google.com/books?id=V4b_DQAAQBAJ&dq=Fields+of+Glory&hl=&source=gbs_api,0,190,170,6
The Bluebird and the Sparrow (Women of the West #10) (Janette Oke Classics for Girls),"Sometimes she wished she was an only child . . . ""She's lovely! Look at those curls. Those blue eyes. She's just beautiful!"" Berta was used to hearing comments like that. But they were not about her. . . . Whenever ladies came to the house or met her mother on the street, they exclaimed over Berta's little sister, Glenna. Somewhere along the way, Berta decided that whatever Glenna was, she would not be. Whatever Glenna did, she would not do. Whatever Glenna liked, she would not like. She would be the opposite. Sure enough, Glenna is sparkling, vivacious, outgoing, and adored, while Berta is serious, dependable, and prim. Their relationship grows more and more distant until, finally, Berta must look into her heart and discover what truly has caused the rift between them.",http://books.google.com/books/content?id=RWsyjOJFj6YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,https://play.google.com/store/books/details?id=RWsyjOJFj6YC&source=gbs_api,0,186,17,12
Gate,"Essun's missing daughter grows more powerful every day, and her choices may destroy the world in this ""magnificent"" Hugo Award winner and NYT Notable Book. (NPR) The season of endings grows darker, as civilization fades into the long cold night. Essun -- once Damaya, once Syenite, now avenger -- has found shelter, but not her daughter. Instead there is Alabaster Tenring, destroyer of the world, with a request. But if Essun does what he asks, it would seal the fate of the Stillness forever. Far away, her daughter Nassun is growing in power -- and her choices will break the world. N. K. Jemisin's award winning trilogy continues in the sequel to The Fifth Season.",http://books.google.com/books/content?id=2PQlCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2016,https://play.google.com/store/books/details?id=2PQlCwAAQBAJ&source=gbs_api,0,303,131,3
Code of the Lifemaker,"After a twenty-first-century colony ship is mysteriously rerouted from its original destination, its crew becomes increasingly alarmed when their leaders, who know the truth, are unwilling to discuss the matter. Reissue.",http://books.google.com/books/content?id=TID161O-9koC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,http://books.google.com/books?id=TID161O-9koC&dq=Code+of+the+Lifemaker&hl=&source=gbs_api,0,177,16,11
The World from Rough Stones,"The unforgettable first novel in the classic Stevenson Family Saga from epic master Malcolm Macdonald John Stevenson is a just a foreman when a near-fatal accident bring young Nora Telling into his life. Her nimbleness of mind and his power of command enable them to take over the working mill and rescue it from catastrophe. Together with their friends the Thorntons-who are troubled by a marriage mismatched in passion-they are willing to risk any dare, commit themselves to any act of cunning on their climb from rags to riches. The first novel in the classic Stevenson Family Saga, The World from Rough Stones is the epic story of two ambitious but poor young people who, at the very start of the Victorian Era, combine their considerable talents to found a dynasty and go on to fame and fortune. ""A monumental saga...rich and tremendous."" -Boston Globe ""A saga of immense power...the most exciting since the Swanns of Delderfield and the Forsytes of Galsworthy!"" -Cincinatti Times ""Zestful research and Macdonald's mastery of the dialects and speech of all classes bring his novel noisily to life from the first to the last page."" -The [London] Times ""A powerful new novel...a successful attempt to blend fiction with authenticity. The story is rich with colourful characters, brawling, boozing, and bedding...leaves the reader waiting impatiently for the next novel in what must be a memorable series."" -Yorkshire Evening Post",http://books.google.com/books/content?id=LNxcQiU03JMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2010,https://play.google.com/store/books/details?id=LNxcQiU03JMC&source=gbs_api,0,277,173,4
Sanction,"Jonathan Hemlock lives in a renovated Gothic church on Long Island. He is an art professor, a mountain climber, and a mercenary, performing assassinations (i.e., sanctions) for money to augment his black-market art collection. Now Hemlock is being tricked into a hazardous assignment that involves an attempt to scale one of the most treacherous mountain peaks in the Swiss Alps, the Eiger. In a breathtakingly suspenseful story that is part thriller and part satire, the author traces Hemlock’s spine-tingling adventures, introducing a cast of intriguing characters—villains, traitors, beautiful women—into the highly charged atmosphere of danger. The accumulating threads of suspicion, accusation, and evidence gradually knit themselves into a bizarre and death-defying climax in this exciting, entertaining novel that will keep readers on the edge of their seats until the last absorbing page.",http://books.google.com/books/content?id=_w3p5oNPi4kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,https://play.google.com/store/books/details?id=_w3p5oNPi4kC&source=gbs_api,0,422,48,9
El Hombre Que Susurraba Al Odo De Los Caballos (The Horse Whisperer) (Spanish Edition),"After her teenage daughter and the girl's horse are injured in a tragic accident, Annie Graves journeys across the continent in search of Tom Booker, the Horse Whisperer, in the hope that he can use his ancient gift to help both the horse and the maimed girl",http://books.google.com/books/content?id=1JyhN-6pbkcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,http://books.google.com/books?id=1JyhN-6pbkcC&dq=El+Hombre+Que+Susurraba+Al+Odo+De+Los+Caballos+(The+Horse+Whisperer)+(Spanish+Edition)&hl=&source=gbs_api,0,310,55,1
Monk's-hood,"Silver Dagger Award Winner: In this medieval mystery, Brother Cadfael faces suspicion when one of his herbal ingredients is used to kill a man. Gervase Bonel is a guest of Shrewsbury Abbey of Saint Peter and Saint Paul when he suddenly takes ill. Luckily, the abbey boasts the services of the clever and kindly Brother Cadfael, a skilled herbalist. Cadfael hurries to the man’s bedside, only to be confronted with two surprises: In Master Bonel’s wife, the good monk recognizes Richildis, whom he loved before he took his vows—and Master Bonel has been fatally poisoned by monk’s-hood oil from Cadfael’s stores. The sheriff is convinced that the murderer is Richildis’s son, Edwin, who hated his stepfather. But Cadfael, guided in part by his concern for a woman to whom he was once betrothed, is certain of her son’s innocence. Using his knowledge of both herbs and the human heart, Cadfael deciphers a deadly recipe for murder.",http://books.google.com/books/content?id=p44IBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014,https://play.google.com/store/books/details?id=p44IBAAAQBAJ&source=gbs_api,0,129,130,9
Key of Knowledge (Key Trilogy),"Follows Dana, who has a penchant for books, as she is forced to embark on a dangerous quest to find the Key of Knowledge--or suffer a horrifying fate.",http://books.google.com/books/content?id=UnkbGVP341cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,http://books.google.nl/books?id=UnkbGVP341cC&dq=Key+of+Knowledge+(Key+Trilogy)&hl=&source=gbs_api,0,314,140,3
Charming the Prince,"When an unfortunate truce with French forces Sir Bannor, the mighty English knight, to return to a castle overrun with his impish children, he sends his steward to find a mother who will civilize them, but he is unprepared for the beautiful lady who is selected. Original.",http://books.google.com/books/content?id=Hcogg0is_rsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,http://books.google.nl/books?id=Hcogg0is_rsC&dq=Charming+the+Prince&hl=&source=gbs_api,0,408,19,10
The Beebo Brinker Chronicles,"The classic 1950s love story from the Queen of Lesbian Pulp Fiction, and author of Odd Girl Out, I Am a Woman, Women in the Shadows, Journey to a Woman and Beebo Brinker She never knew what she wanted – until she came to Greenwich Village and found the love that smolders in the shadows of the twilight world. Taking a pseudonym in the interest of privacy, Bannon wrote her first book, Odd Girl Out, as a coming-of-age novel that involved love between college sorority sisters. When an editor singled-out the school-girl romance as her story's most compelling feature, the book was re-written for a lesbian pulp fiction audience. Unlike most pulps, however, Bannon broke with tradition by avoiding sensationalistic plots in favour of emotionally engaged character development. Odd Girl Out enjoyed tremendous success, inspiring other ground-breaking works, most notably Beebo Brinker. Her sensitive renderings of sexuality also won Bannon a devoted following among isolated lesbians everywhere. ""I got nice letters from a lot of really lovely women, and women who were hurting a lot, and women all over the country,"" Bannon remarks. ""So many saying, 'Thank God I finally got connected with somebody who really knows what this is about.' "" The character of Beebo is among the most-loved lesbians ever to appear in gay and lesbian fiction. ""I never met Beebo in the flesh, but she was part of my daydreams from a very early time,"" Bannon says of her ultra-butch protagonist.",http://books.google.com/books/content?id=ch3pBgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2014,http://books.google.com/books?id=ch3pBgAAQBAJ&dq=The+Beebo+Brinker+Chronicles&hl=&source=gbs_api,0,27,90,10
The Short Victorious War (Honor Harrington #3),Sci-fi.,http://books.google.com/books/content?id=KOyIXZ_qogsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,http://books.google.com/books?id=KOyIXZ_qogsC&dq=The+Short+Victorious+War+(Honor+Harrington&hl=&source=gbs_api,0,100,16,11
